randomSeed,currentYear,currentDayOfYear,temperature,maxTemperature,minTemperature,solarRadiation,precipitation
2,0,1,12.754702181418502,20.6547021814185,5.954702181418502,4.113172191580727,12.09437636422457
2,0,2,10.52778960036036,18.427789600360363,3.727789600360361,12.172755842153322,3.4777505007325193
2,0,3,9.695266597577344,17.595266597577343,2.8952665975773444,11.465163875627868,0
2,0,4,10.925686742864864,18.825686742864864,4.125686742864864,8.11718288219432,0
2,0,5,14.241426565296981,22.14142656529698,7.4414265652969815,9.98534184478152,0
2,0,6,14.713504735527538,22.61350473552754,7.913504735527538,5.832065752646115,0
2,0,7,13.742667055467413,21.642667055467413,6.942667055467413,11.65964205100399,0
2,0,8,15.429816461950917,23.32981646195092,8.629816461950917,12.913882495567217,0
2,0,9,14.352584770425858,22.25258477042586,7.552584770425859,8.350891615686326,0
2,0,10,16.053687333239402,23.9536873332394,9.253687333239402,12.162166486514113,0
2,0,11,13.007061648131769,20.90706164813177,6.207061648131769,10.008511979307158,0
2,0,12,16.20435223940435,24.10435223940435,9.40435223940435,10.49924185500258,3.743950379344137
2,0,13,18.182686899412534,26.082686899412536,11.382686899412533,8.429665516815511,0
2,0,14,15.98605065082376,23.886050650823762,9.18605065082376,8.302318573740154,3.6995394657401333
2,0,15,17.539486107562784,25.439486107562786,10.739486107562783,6.4984145674936205,3.6050816033982307
2,0,16,13.477682091082448,21.37768209108245,6.677682091082448,4.8032826637718715,0
2,0,17,13.01531772433241,20.91531772433241,6.215317724332411,9.980304019407262,0
2,0,18,12.562052535742872,20.46205253574287,5.762052535742872,12.230967708318445,0
2,0,19,14.00140854850453,21.90140854850453,7.2014085485045305,7.109207905422944,0
2,0,20,17.194138677554616,25.094138677554618,10.394138677554615,12.295364963409881,0
2,0,21,10.630080542370322,18.53008054237032,3.8300805423703226,13.217186654472494,4.326097924077871
2,0,22,15.11980370680713,23.01980370680713,8.319803706807129,10.203440424657877,0
2,0,23,12.559977274541628,20.45997727454163,5.759977274541629,10.385743010105017,0
2,0,24,13.68737274130024,21.587372741300243,6.887372741300241,12.97556947936499,0
2,0,25,14.783392286592711,22.683392286592714,7.983392286592712,15.047233650413737,0
2,0,26,18.0837434589965,25.9837434589965,11.2837434589965,8.860929117243215,0
2,0,27,15.03724361891783,22.93724361891783,8.23724361891783,5.707536868014021,0
2,0,28,15.37370888397242,23.273708883972418,8.573708883972419,10.314474171620732,0
2,0,29,21.64112747146384,29.541127471463838,14.841127471463839,6.581925124362833,0
2,0,30,11.953356204814497,19.853356204814496,5.153356204814497,14.983475534054525,0
2,0,31,18.244126531413567,26.14412653141357,11.444126531413566,3.855132575092469,0
2,0,32,17.186457131951705,25.086457131951704,10.386457131951705,12.172970763884493,0
2,0,33,18.347947668769553,26.247947668769555,11.547947668769552,14.81423816237183,0
2,0,34,19.557266814728443,27.45726681472844,12.757266814728442,12.180007963902602,0
