randomSeed,currentYear,currentDayOfYear,temperature,maxTemperature,minTemperature,solarRadiation,precipitation
4,0,1,14.308685795422017,22.208685795422017,7.508685795422017,9.199380559454534,20.597474455810225
4,0,2,17.481464516330377,25.381464516330375,10.681464516330376,10.663881648406802,18.494347541828596
4,0,3,11.181392068599726,19.081392068599726,4.381392068599726,5.718763327432486,0
4,0,4,12.469441279965585,20.369441279965585,5.669441279965585,5.578267721078378,0
4,0,5,13.858731063914059,21.75873106391406,7.058731063914059,7.381710776345018,1.3554057356871234
4,0,6,14.030655096764486,21.930655096764486,7.230655096764486,8.099855676430508,1.776221399632342
4,0,7,15.965285709396776,23.865285709396776,9.165285709396777,12.957727663459167,0
4,0,8,17.357211634965076,25.257211634965074,10.557211634965075,4.853534061790873,0
4,0,9,13.069215376222328,20.96921537622233,6.269215376222328,8.49433060621966,0
4,0,10,10.143318502347219,18.04331850234722,3.343318502347219,16.65214375187622,0
4,0,11,9.526251596240744,17.426251596240746,2.7262515962407443,6.145925121087291,0
4,0,12,13.270342485226223,21.17034248522622,6.470342485226223,4.982568639639156,0
4,0,13,17.244682123616318,25.14468212361632,10.444682123616317,12.870933107366582,0
4,0,14,13.849140630488561,21.74914063048856,7.049140630488561,9.90401738398751,0
4,0,15,10.769952837073442,18.669952837073442,3.969952837073442,11.191367979373982,0
4,0,16,12.109305831018656,20.009305831018658,5.309305831018656,9.438215855662877,0
4,0,17,11.302457936855996,19.202457936855996,4.502457936855996,9.36346908593464,0
4,0,18,9.800857691126133,17.70085769112613,3.000857691126133,8.152617335113112,0
4,0,19,13.353957775370807,21.253957775370807,6.553957775370807,11.341962687576743,0
4,0,20,15.263757284813538,23.16375728481354,8.46375728481354,10.981751773740847,0
4,0,21,12.506745711582282,20.406745711582282,5.706745711582282,9.832105162627453,0
4,0,22,14.331026063065062,22.231026063065062,7.531026063065062,14.818132941383594,0
4,0,23,15.221495661840036,23.121495661840036,8.421495661840037,10.043098688360566,0
4,0,24,14.166890180842636,22.066890180842634,7.366890180842636,7.502182351487999,0
4,0,25,14.039298366061498,21.9392983660615,7.239298366061498,12.549184721801911,0
4,0,26,11.904335235829668,19.80433523582967,5.1043352358296685,10.889018027466696,10.065254597916589
4,0,27,15.587521739235907,23.48752173923591,8.787521739235906,9.54759976240111,19.051386701310214
4,0,28,16.70773041044375,24.60773041044375,9.907730410443751,12.817170349030752,0
4,0,29,11.681396645559335,19.581396645559337,4.881396645559335,12.142536773782249,0
4,0,30,19.025318287321422,26.925318287321424,12.225318287321421,9.982001069978354,0
4,0,31,17.373691489644198,25.2736914896442,10.573691489644197,4.000059494589297,0
4,0,32,18.817479249497225,26.717479249497224,12.017479249497224,10.886119503536465,129.2700866969051
4,0,33,15.15132995941931,23.051329959419313,8.35132995941931,15.921417915287215,0
4,0,34,21.134747167856943,29.034747167856942,14.334747167856943,16.1645410863315,0
4,0,35,16.17392588431952,24.07392588431952,9.373925884319519,13.695597535165138,0
4,0,36,12.103334887687673,20.00333488768767,5.303334887687673,15.162663356468604,0
4,0,37,12.828829036452165,20.728829036452165,6.028829036452165,16.527078832567764,0
4,0,38,14.820209927614243,22.720209927614242,8.020209927614243,8.666152504840824,0
4,0,39,15.330906203679316,23.230906203679318,8.530906203679315,15.76870504685973,0
4,0,40,17.99248957827705,25.89248957827705,11.192489578277048,9.916449026600946,0
4,0,41,16.74537668483013,24.645376684830133,9.94537668483013,17.138103000165174,0
4,0,42,17.159010195705996,25.059010195705994,10.359010195705995,14.15262216448783,0
4,0,43,16.169516698868513,24.06951669886851,9.369516698868512,10.960374684706245,0
4,0,44,19.172177021453937,27.07217702145394,12.372177021453936,13.63598084668104,0
4,0,45,16.08543546677909,23.985435466779087,9.285435466779088,17.7074235004788,0
4,0,46,22.86952062460443,30.769520624604432,16.06952062460443,11.901642921660986,0
4,0,47,17.172039733086336,25.072039733086335,10.372039733086336,15.698782140780445,0
4,0,48,17.995109830134243,25.895109830134245,11.195109830134243,15.38786292647855,0
4,0,49,13.501911735885216,21.401911735885214,6.701911735885216,11.612805203139459,0
4,0,50,13.591015860975478,21.49101586097548,6.791015860975478,19.5908086466809,0
4,0,51,22.20402737024333,30.10402737024333,15.40402737024333,7.378540962304021,0
4,0,52,22.038322902957695,29.938322902957694,15.238322902957695,16.933365095492196,18.770885645558053
