randomSeed,currentYear,currentDayOfYear,temperature,maxTemperature,minTemperature,solarRadiation,precipitation
6,0,1,10.67627762551698,18.57627762551698,3.8762776255169795,7.69935875149961,5.76557007432743
6,0,2,13.756740340586594,21.656740340586595,6.956740340586594,8.20115160260713,5.5895658906923185
6,0,3,10.456221229429543,18.356221229429543,3.6562212294295433,11.026196627809286,0
6,0,4,14.39105253724631,22.29105253724631,7.59105253724631,11.581739064319832,0
6,0,5,12.735760022718159,20.63576002271816,5.935760022718159,9.188400197870884,0
6,0,6,12.872736097855675,20.772736097855677,6.0727360978556755,9.433442248542526,0
6,0,7,11.223089453791266,19.123089453791266,4.423089453791266,4.642521466998979,0
6,0,8,18.5576375557656,26.4576375557656,11.757637555765598,9.766072128788773,0
6,0,9,13.326104230316867,21.226104230316867,6.526104230316867,9.609166358881627,0
6,0,10,11.529297709405594,19.429297709405596,4.729297709405594,9.583563141749307,0
6,0,11,13.525191516122215,21.425191516122215,6.725191516122215,13.85554518868885,0
6,0,12,10.530712504357192,18.430712504357192,3.730712504357192,9.696363911275341,0
6,0,13,15.324506906599856,23.224506906599856,8.524506906599857,12.32265123984764,0
6,0,14,10.72733631815831,18.62733631815831,3.92733631815831,8.227074329146067,0
6,0,15,12.683243352463963,20.583243352463963,5.883243352463963,12.248985038269499,13.393881553298305
6,0,16,15.222678094083705,23.122678094083703,8.422678094083704,15.918036946907343,0
6,0,17,9.415772627300324,17.315772627300326,2.6157726273003243,5.554310580760746,0
6,0,18,14.490848333159096,22.3908483331591,7.690848333159097,12.245462588940022,0
6,0,19,13.298621688082243,21.19862168808224,6.498621688082243,11.919266210582245,0
6,0,20,14.981073326371362,22.881073326371364,8.181073326371362,9.155211049650669,0
6,0,21,14.486800773545498,22.3868007735455,7.686800773545499,10.452370873427045,0
6,0,22,15.083733902623893,22.983733902623893,8.283733902623894,12.696531074549846,0
6,0,23,16.919577615683774,24.819577615683777,10.119577615683774,9.945279942346296,0
6,0,24,17.53078188102941,25.43078188102941,10.730781881029408,13.269522939644219,0
6,0,25,17.166862808073923,25.06686280807392,10.366862808073922,13.949121977820095,0
6,0,26,10.616455712896634,18.516455712896636,3.8164557128966345,8.824709003847161,0
6,0,27,14.422482696732432,22.322482696732433,7.622482696732432,9.122866577019561,0
6,0,28,12.751676391488845,20.651676391488845,5.951676391488845,8.361604869393357,0
6,0,29,21.04965106550491,28.94965106550491,14.24965106550491,9.319467930902935,0
6,0,30,17.932209698435766,25.83220969843577,11.132209698435766,11.897953523712061,0
6,0,31,16.558824173421137,24.458824173421135,9.758824173421136,8.061548749426287,0
6,0,32,20.532193180750195,28.432193180750197,13.732193180750194,11.517776645886734,0
6,0,33,12.191825383643945,20.091825383643943,5.391825383643945,10.174857133985526,0
6,0,34,15.142740672080777,23.042740672080775,8.342740672080776,16.049645434361306,0
6,0,35,15.801755565142543,23.70175556514254,9.001755565142542,17.634917412105807,39.44772137433953
6,0,36,13.489926879043399,21.3899268790434,6.689926879043399,11.79084229426785,0
6,0,37,20.50386940853558,28.403869408535577,13.703869408535578,12.940058577226722,0
6,0,38,17.583701009190598,25.483701009190597,10.783701009190597,9.07707758282103,0
6,0,39,15.795743214024462,23.69574321402446,8.995743214024461,8.424545761897846,0
6,0,40,14.569471367753916,22.46947136775392,7.7694713677539164,14.505488048291806,0
6,0,41,21.63894617014075,29.538946170140747,14.838946170140748,9.04982159177571,0
6,0,42,16.310583107918582,24.21058310791858,9.510583107918581,17.500119927932918,0
6,0,43,17.934939291371,25.834939291371,11.134939291370998,13.847275422146263,11.952700079837765
6,0,44,16.864471608067795,24.764471608067794,10.064471608067795,16.69860961890936,0
6,0,45,20.645600980175573,28.54560098017557,13.845600980175572,19.663124887714527,0
6,0,46,15.605161407276507,23.505161407276507,8.805161407276508,15.115131906843892,0
6,0,47,21.275687165925532,29.17568716592553,14.475687165925532,14.579532386682004,0
6,0,48,18.175848061626734,26.075848061626736,11.375848061626733,15.731796547271554,0
6,0,49,16.52604299964331,24.426042999643307,9.726042999643308,12.219038631114014,0
6,0,50,14.52609866917862,22.42609866917862,7.7260986691786195,14.10936621855033,0
6,0,51,17.133783277697695,25.033783277697694,10.333783277697695,14.363388178946064,0
6,0,52,16.424042119048025,24.324042119048023,9.624042119048024,8.192342691863878,0
6,0,53,22.41493459651651,30.31493459651651,15.614934596516509,11.261765770489522,0
6,0,54,16.75630373362379,24.656303733623787,9.956303733623788,13.952069263815789,0
6,0,55,20.803735541267184,28.703735541267186,14.003735541267183,6.266366114716585,0
6,0,56,20.067499916952464,27.967499916952463,13.267499916952463,11.781339756778031,0
6,0,57,20.31287284596525,28.21287284596525,13.512872845965248,15.27049540787576,0
6,0,58,25.61507142684342,33.51507142684342,18.81507142684342,8.622148611838078,0
6,0,59,20.16618434761584,28.066184347615838,13.366184347615839,11.654708960987506,0
6,0,60,22.909342265467956,30.809342265467954,16.109342265467955,13.975548573771041,0
6,0,61,18.42012360274937,26.32012360274937,11.62012360274937,18.14389908950224,0
6,0,62,23.20444079996556,31.10444079996556,16.40444079996556,15.733169286048632,0
6,0,63,17.596956280346035,25.496956280346033,10.796956280346034,9.560589105978874,3.0818147563292473
6,0,64,24.82181596735495,32.72181596735495,18.02181596735495,14.153242161628501,0
6,0,65,18.950108433268458,26.85010843326846,12.150108433268457,15.04044129870513,0
6,0,66,23.191450529157354,31.091450529157356,16.391450529157353,14.152874815941479,0
6,0,67,18.12188278179688,26.021882781796883,11.32188278179688,19.977798558762828,0
6,0,68,16.389718312782207,24.289718312782206,9.589718312782207,15.420535649762977,0
6,0,69,26.074793045720774,33.97479304572077,19.274793045720774,15.062167677843942,0
6,0,70,19.606854230940204,27.506854230940206,12.806854230940203,13.989282479670695,5.510916872694519
6,0,71,21.16461238220106,29.064612382201062,14.36461238220106,14.737299726154244,0
6,0,72,23.00860052087351,30.908600520873513,16.20860052087351,12.636001190330655,7.820581372562394
6,0,73,22.818373507992245,30.718373507992247,16.018373507992244,12.02975739431228,0
6,0,74,24.159592833646347,32.05959283364635,17.359592833646346,11.705611541982279,0
6,0,75,23.767861717154766,31.667861717154764,16.967861717154765,15.183093573828046,5.291013715394883
6,0,76,29.346317064872547,37.24631706487255,22.546317064872547,19.681734508614966,7.349745108496498
6,0,77,22.542944868551405,30.442944868551407,15.742944868551405,13.73961604417302,1.2409283139023377
6,0,78,23.52868387544267,31.428683875442673,16.72868387544267,20.57871913512392,0
6,0,79,24.862724584044983,32.76272458404498,18.062724584044982,16.221641391235767,0
6,0,80,25.809027176847664,33.70902717684766,19.009027176847663,21.138417730800086,0
6,0,81,25.514714321211194,33.41471432121119,18.714714321211193,17.964913122745685,0
6,0,82,26.803285831641343,34.703285831641345,20.003285831641342,20.289352715963798,0
6,0,83,22.547889717801052,30.447889717801054,15.747889717801051,18.222113586303326,0
6,0,84,23.434703142081585,31.334703142081587,16.634703142081584,16.189493793737064,0
6,0,85,25.094370079598228,32.99437007959823,18.294370079598227,19.752399371974224,0
6,0,86,23.00460967914573,30.90460967914573,16.20460967914573,16.221326297454997,0
6,0,87,24.46615537624561,32.36615537624561,17.66615537624561,16.06736891495459,0
6,0,88,24.663384192937777,32.563384192937775,17.863384192937776,17.07449284162532,0
6,0,89,26.061490811622235,33.961490811622234,19.261490811622235,15.81420751070297,0
6,0,90,23.068978067959225,30.968978067959227,16.268978067959225,17.017203064870632,0
6,0,91,28.356557952310403,36.2565579523104,21.556557952310403,20.74934112328349,0
6,0,92,27.068334919683274,34.96833491968327,20.268334919683273,10.63585607192745,0
6,0,93,26.542755368921007,34.442755368921006,19.742755368921006,21.431907773645694,0
6,0,94,30.19709742416467,38.09709742416467,23.39709742416467,24.02973332705375,0
6,0,95,26.056316994387192,33.956316994387194,19.25631699438719,21.807605044301976,0
6,0,96,30.152645851063582,38.05264585106358,23.35264585106358,14.068900043014096,0
