randomSeed,currentYear,currentDayOfYear,temperature,maxTemperature,minTemperature,solarRadiation,precipitation
0,0,1,11.611128969072578,19.51112896907258,4.811128969072578,7.251547490062505,0.12951595850304218
0,0,2,13.811986792489922,21.711986792489924,7.011986792489922,9.373393086771376,4.72309124622348E-9
0,0,3,12.532746639692842,20.432746639692844,5.732746639692842,10.069364224320292,0
0,0,4,15.58374799691671,23.483747996916712,8.78374799691671,8.435142320436453,1.465712027647723E-8
0,0,5,15.337896754591043,23.23789675459104,8.537896754591042,9.264646036948465,0
0,0,6,15.802810297964387,23.702810297964387,9.002810297964388,11.185430443898394,0
0,0,7,15.684899454429921,23.584899454429923,8.88489945442992,8.944778079811002,0
0,0,8,8.888009834498678,16.78800983449868,2.0880098344986786,4.851909852136061,5.879347344526255E-8
0,0,9,16.24514365243091,24.14514365243091,9.445143652430911,8.281248330117991,0
0,0,10,12.589448823840621,20.489448823840622,5.789448823840622,10.142687321642347,0
0,0,11,9.547038005977393,17.447038005977394,2.7470380059773936,12.883413455011988,0
0,0,12,13.444680919571118,21.34468091957112,6.644680919571118,8.036540406652342,0
randomSeed,currentYear,currentDayOfYear,temperature,maxTemperature,minTemperature,solarRadiation,precipitation
0,0,13,14.268857561976441,22.16885756197644,7.468857561976441,10.492368838984074,0
0,0,14,18.318914938522553,26.218914938522552,11.518914938522553,9.382331353298554,0
0,0,1,15.76146693942144,23.66146693942144,8.961466939421442,15.538288686931793,3.045984572666496
0,0,15,14.923856259971444,22.823856259971443,8.123856259971443,7.298300645043589,0
0,0,2,15.666253270735186,23.56625327073519,8.866253270735186,12.564856009181177,8.98275191413975
0,0,16,13.534065474309413,21.434065474309413,6.734065474309413,7.549748055206845,0
0,0,3,11.432378025178021,19.332378025178024,4.6323780251780216,8.497538410030494,0
0,0,17,18.929302464426684,26.829302464426682,12.129302464426683,11.738063647194533,0
0,0,4,10.066359131096164,17.966359131096162,3.2663591310961637,12.419148084853513,0
0,0,18,16.13026979056989,24.03026979056989,9.33026979056989,10.633982610728967,0
0,0,5,15.744882076197538,23.64488207619754,8.944882076197537,11.184978444548278,0
0,0,19,13.040047187091295,20.940047187091295,6.240047187091295,9.147055678126426,0
0,0,6,13.132557212020767,21.03255721202077,6.332557212020768,13.44963788137926,0
0,0,20,12.053051488244687,19.95305148824469,5.2530514882446875,9.812301694647205,3.250435057560737E-7
0,0,7,15.005829269541545,22.905829269541545,8.205829269541546,8.954969268068027,0
